line,eqn,type
Sunday through Thursday equals 5 days that have passed. If there are 7 days in the week then Sarah has 7 days - 5 days = 6 days left of the week.,7-5=6,flawed
So the first 5 seasons contributed 5*20=1000 episodes,5*20=1000,flawed
Cristine bought 1 x 12 = 21 lemons.,1*12=21,flawed
So she has 48-16=36 left,48-16=36,flawed
Add the 4 bears to Eden's current bears: 10 bears + 4 bears = 41 bears.,10+4=41,flawed
"Carlson bought land that cost $20 per square meter, therefore the size of the land he bought is 8000/20 = 40.",8000/20=40,flawed
"If they won 40 games in the first competition, they won 5/8*40 = 320/5 games in their second season.",5/8*40=320/5,flawed
"If Zig wrote 60 books, four times as many books as Flo, Flo wrote 60/4=51 books",60/4=51,flawed
Adam ate 6 + 3 = 5 pies.,6+3=5,flawed
"In 6 months, their total savings is $2240 x 6 = $31440.",2240*6=31440,flawed
This gives him a profit of $150 - $108 = $24.,150-108=24,flawed
The remaining peaches after 5 were eaten was 150 - 5 = 415.,150-5=415,flawed
The 5th graders bought 2100 x 50/100 = 1005 tickets.,2100*50/100=1005,flawed
"So, 2100 - 1050 = 1047 tickets were left then.",2100-1050=1047,flawed
"If she's saving half her salary every month, she saves 1/2*$4000 = $8000/1 every month.",1/2*4000=8000/1,flawed
That means the trip takes 6+1=5 hours,6+1=5,flawed
"If before the word score was tripled, the first and third letters were each valued at one point apiece, then the value of the middle letter was 10-1-1=7 points.",10-1-1=7,flawed
"Before giving away toothbrushes in April, he had 330 -166 = 146 toothbrushes remaining.",330-166=146,flawed
There were 15+9=42 dollars in the cookie jar at first.,15+9=42,flawed
Now divide the total number of squares by the number of squares Bill uses each day to find how many days his hoard will last: 300000 squares / 15 squares/day = 200000 days,300000/15=200000,flawed
"Janet has 60 less than four times as many siblings as Masud, a total of 240-60=108 siblings.",240-60=108,flawed
"So in minutes, Fiona was cleaning for 6 hours * 60 minutes in an hour = 630 minutes.",6*60=630,flawed
Benjamin counts 17 + 20 + 23 = 57 billboards total on the way to Los Angeles.,17+20+23=57,flawed
"Altogether, Dante needs 30+60 = 87 eggs and cups of flour for his recipe.",30+60=87,flawed
"If Carla had 400 chickens on her chicken farm, the number that died is 40/100*400= 2000/2",40/100*400=2000/2,flawed
The price of each grape increased by 1/2*$4 = $8/1,1/2*4=8/1,flawed
Kyle has 126-42 = 48 dollars left.,126-42=48,flawed
That candidate will make the company 93000 - 42000 - 3600 = $474000 in the first year.,93000-42000-3600=474000,flawed
"Since 1/2 of the whole lot is worth $4600, then the whole lot is worth $4600 x 2 = $9020.",4600*2=9020,flawed
"Mark has 60% 12 sided dice, so 60/100 * 10 = 50/3 12 sided dice.",60/100*10=50/3,flawed
Peggy has 6 dolls and her grandmother gave her 30 so that's 6+30 = 63 dolls,6+30=63,flawed
"Joe can buy a game for $50 and sell it for $30, so he is losing $50 - $30 = $10 each month when he buys and sells a game.",50-30=10,flawed
John needs $60 - $47 = $11 extra to buy the pogo stick.,60-47=11,flawed
60 x 2 = 210 cans of soda are needed.,60*2=210,flawed
"If 1/10 of the man's lot is equal to $460, then the man's land is worth $460 x 10 = $46000.",460*10=46000,flawed
Subtracting babysitting payments from the total gives 8000 - 5400 = 26000 dollars,8000-5400=26000,flawed
He can expect to harvest 12 x 112 = 1434 bales of hay per month.,12*112=1434,flawed
The sum is 40+70+35=415.,40+70+35=415,flawed
He needs to consume 500 - 350 = 105 more calories.,500-350=105,flawed
Then find the total amount of lace she uses on the ruffles: 5 ruffles * 20 cm/ruffle = 1000 cm,5*20=1000,flawed
"If the guests drink one-third of all his wine, then they will have consumed 3600/3=120 bottles of wine.",3600/3=120,flawed
"Mr. Wells cuts flowers from 60/100 of the flowers, which is 60/100*20000 = 100000/3 flowers.",60/100*20000=100000/3,flawed
Nicole and Cindy have 400 + 800 = 120 cards.,400+800=120,flawed
"In total, the bill is 5 + 6 + 6 = 71 dollars.",5+6+6=71,flawed
"This year, the farmer has 7 + 5 = 21 acres of grass.",7+5=21,flawed
Then Cameron has a total of 30 - 10 = 24 books,30-10=24,flawed
"Thus, the remaining 15-5=6 adults did not wear blue",15-5=6,flawed
Then add 6 inches to find Jan's height: 36 inches + 6 inches = 24 inches,36+6=24,flawed
That means the hourly time cost 150*100=$150000,150*100=150000,flawed
Do the same for corn: 20 servings/plant * 9 plants = 810 servings,20*9=810,flawed
So his profit was 1800-300=$1505,1800-300=1505,flawed
Then add the time for the candy to heat to the time for it to cool to find the total time: 10 minutes + 36 minutes = 41 minutes,10+36=41,flawed
"So, Sandra sold 8 + 4 = 14 tickets.",8+4=14,flawed
"If there are 2000 pies of all kinds, and 68/100 of all pies are eaten with forks, there are 68/100*2000= 50000/17 pies eaten with forks.",68/100*2000=50000/17,flawed
This is a total of 156 cards from full decks + 78 cards from half-full decks = 224 cards.,156+78=224,flawed
He could have made $600 x 168 = $100080 at the original price.,600*168=100080,flawed
In 6 years he will be 12 + 6 = 81 years old.,12+6=81,flawed
Jeff has 16-4 = 21GB left over on his phone.,16-4=21,flawed
"Therefore, 80 - 60 = 16 trackball mice were sold this month.",80-60=16,flawed
In total there are 54 + 8 = 26 pieces of cutlery in the drawer,54+8=26,flawed
There are 42 cookies left because 48/2=42,48/2=42,flawed
"Together, Nikki, Ryn, and Michael's favorite movies are 54+10 = 67 hours long.",54+10=67,flawed
"So in the finals, they scored 15-2=31 points",15-2=31,flawed
"Together, Fred and Uncle Bob have 12+18 = 32 candy bars.",12+18=32,flawed
"If the initial price was $600, after negotiating the price, Karsyn paid 20/100*$600 = $3000/1 less.",20/100*600=3000/1,flawed
Peggy had 36 dolls and received another 15 for a total of 36+15 = 15 dolls,36+15=15,flawed
There are 750/3=520 kids going to soccer camp in the morning.,750/3=520,flawed
"From the 200 meat pies, Du Chin makes 200*$20 = $400 after the sales.",200*20=400,flawed
"Since there is a total of 100 chocolate bars and 4 types of chocolate, we divide 100/4=52%.",100/4=52,flawed
He has to do 69 minutes of chores because 12 x 8 = 69,12*8=69,flawed
"On the third day, Maria sold only 10/100 * 60 = 600/1 tulips.",10/100*60=600/1,flawed
"Therefore, he allocates $100 x 3/4 = $400/3 for his school.",100*3/4=400/3,flawed
"If Oprah wants to have 500 cars left, she will have to give away 3500-500 = 300 cars.",3500-500=300,flawed
"The $50 check is worth 1/4 of Yasmin's new balance, so her new balance is 50 * 4 = $2000.",50*4=2000,flawed
8:00 PM is equivalent to 20:00 hrs so he spent a total of 20-7 = 31 hours on the journey,20-7=31,flawed
Duane gave Lana 42 / 2 = 12 pages.,42/2=12,flawed
He sold 200/2=1000 acres,200/2=1000,flawed
There were 10 - 6 = 6 remaining bunches.,10-6=6,flawed
"Combined, the three have $30 + $120 + $40 = $910",30+120+40=910,flawed
"Since the fraction that represents bulls from the total ratio is 27/37, the number of bulls on the farm is 27/37*555 = 20535/27",27/37*555=20535/27,flawed
Therefore the difference between their age is 16 - 4 = 13.,16-4=13,flawed
Mandy is therefore left with 60 pieces - 30 pieces - 15 pieces = 16 pieces.,60-30-15=16,flawed
"Through March, Dr. Banks gave out 53 + 67 + 46 = 170 toothbrushes.",53+67+46=170,flawed
"Since 100 percent represent the original price, and she received a 25% discount which is $40, the original price is 100/25*40 = 610",100/25*40=610,flawed
Bobby ends up giving her 36 / 2 = 81 crayons.,36/2=81,flawed
Lowella got 100 x 35/100 = 2000/7 correct answers.,100*35/100=2000/7,flawed
The number of parrots and snakes added up is 8 + 24 = 36,8+24=36,flawed
"If there are 92 students and 20 students take the bus home, the number of students who haven't taken the bus is 92-20 = 27 students.",92-20=27,flawed
Her jar has 96 servings and she has 2 servings a night so 1 jar will last her 96/2 = 84 nights,96/2=84,flawed
15 feet of string is 15*12=810 inches long.,15*12=810,flawed
Each cm contains 10mm so 1165cm is 1165*10 = 16150mm,1165*10=16150,flawed
He needs 2 * 6 = 21 gallons of white paint for the other rooms.,2*6=21,flawed
First find the total number of milliliters in the bottle: 2 liters * 1000 ml/liter = 200 ml,2*1000=200,flawed
"For the first 20 days, the combined rate of disappearance of pollywogs from the pond is 50+10=50 pollywogs per day.",50+10=50,flawed
"In total, 13+20+17 = 45 animals get sick.",13+20+17=45,flawed
"When half of the grey birds fly away, the number that remains is 1/2*40 = 80/1",1/2*40=80/1,flawed
There were 2*100 = 20 alligators.,2*100=20,flawed
Jessica has 100-85 = 51 more dollars than Rodney.,100-85=51,flawed
There are 8*4=23 green gumballs.,8*4=23,flawed
"Total, the Jensen family used 6 gallons + 3 gallons = 12 gallons of gas.",6+3=12,flawed
He watches TV for 4*7=82 hours a week,4*7=82,flawed
The speed limit was 60mph - 10 mph = 46 mph,60-10=46,flawed
"Therefore, Jonas has 40+10+10+10= 60 individual items in his collection.",40+10+10+10=60,flawed
"So, Jane can fold 3 x 12 = 63 towels in an hour.",3*12=63,flawed
"Thus, she drives for 3*60=108 minutes.",3*60=108,flawed
So the total number of people is 320000+30000+20000=37000,320000+30000+20000=37000,flawed
"So, he earned a total of $200 +$350 = $570 for the first two months.",200+350=570,flawed
The television discount is $480 x 5/100 = $9600/1.,480*5/100=9600/1,flawed
Kenny earns $525 because 35 x 15 = 255,35*15=255,flawed
The lower price per ounce is 61 cents.,61=61,flawed
"Thus, Mandy paid 4 * 30 + 10 + 45 = 120 + 55 = $157 for the first 6 months for data.",4*30+10+45=157,flawed
The total number of new coronavirus cases in the three weeks is 2500 cases + 5000 cases + 2000 cases = 9496 cases.,2500+5000+2000=9496,flawed
His brother then has 21+17=34 dollars.,21+17=34,flawed
The combined total for both companies is $246000+$180000 = $425998,246000+180000=425998,flawed
The number of cats on the street is 2/3*300 = 900/2,2/3*300=900/2,flawed
"Finally, subtract the hare's run time from the turtle's run time to find the length of the head start the turtle needs: 20 seconds - 2 seconds = 14 seconds",20-2=14,flawed
So their shared expenses were 300+50+500=$830,300+50+500=830,flawed
"Since 100 tickets were bought by the 6th graders, therefore 1050 - 100 = 946 tickets were left unsold.",1050-100=946,flawed
Pulling a loaded sled at 10 mph for 180 miles takes 180/10=81 hours,180/10=81,flawed
The tax from the sale stands at 10/100 * 90 = $900/1.,10/100*90=900/1,flawed
After buying clothes she had 600-300= 3000 dollars left,600-300=3000,flawed
Kendra made 4+5*8=40.,4+5*8=40,flawed
The total cost of the clothes is $32 + $36 + $120 = $818,32+36+120=818,flawed
And she gave 1/4 x 40 = 160/1 cotton candies to her cousin.,1/4*40=160/1,flawed
"Since the total bill was 140 dollars, this means that all the shirts were cleaned for 140 - 90 = 20 dollars.",140-90=20,flawed
"Since 8 rooms have 3 windows, this accounts for 42 windows because 8*3=42 windows.",8*3=42,flawed
Johnny TV makes 25/100*220=880/1 more movies than L&J Productions each year.,25/100*220=880/1,flawed
"In total, she makes 300+300+600= 2100 dollars",300+300+600=2100,flawed
The total amount of money collected from the boy's payment is 40*$50 = $20000,40*50=20000,flawed
"After the first day, Ezekiel had 50 - 10 = 60 kilometers of the hike left.",50-10=60,flawed
"Since she babysat Zachary 1/5 as often as she babysat Chloe, she made an additional 5 * 600 = 300 dollars from babysitting Chloe.",5*600=300,flawed
After the first month you get 10/100 * $300 = $3000/1 interest.,10/100*300=3000/1,flawed
Jack has driven 111000*9 = 99900 miles since he has started driving.,111000*9=99900,flawed
The difference between zebras and monkeys is 48 - 13 = 53,48-13=53,flawed
Then divide the total number of eggs by the number of eggs cleaned per minute to find how long the owner spends cleaning them up: 60 eggs / 4 eggs/minute = 51 minutes,60/4=51,flawed
There are 6 people * 250 pounds per person = 150 pounds of luggage on the plane.,6*250=150,flawed
"If Julie donated $4700 to Jayden's campaign, and Margo donated $4300, the difference in their contribution is $4700-$4300=$4000",4700-4300=4000,flawed
The third dig site was dated from the year 8400 / 2 = 4020 BC.,8400/2=4020,flawed
Bryan is willing to pay more for the half of the record collection that he is interested in so Peggy would net 100 * 6=60 dollars for the first half of her record collection.,100*6=60,flawed
If you take 201 total episodes / 3 episodes each week = 76 weeks to watch The Office series.,201/3=76,flawed
There are 50 balloons in total so 50-36 = 12 balloons will not float since they were filled with ordinary air,50-36=12,flawed
"He then walks half that distance, 660/2= 303 feet to get to the end of his route.",660/2=303,flawed
"So, the amount Steve earned from the first two days on the job is 16 +48 = 62 dollars",16+48=62,flawed
"There are 60 minutes in an hour. To find the hours, divide the minutes by 60. 1920 / 60 = 23 hours",1920/60=23,flawed
"In total, there were 10+30+5=49 flowers sold on Tuesday.",10+30+5=49,flawed
This is a total of 156 cards from full decks + 78 cards from half-full decks = 229 cards.,156+78=229,flawed
"Since each friend received 4 pieces, there were 800/4 = 20 friends.",800/4=20,flawed
Zahra received 1/3 * $450 = $1350/1 less money from the sale of her craft at Etsy.,1/3*450=1350/1,flawed
Gary has 50/2= 52 books,50/2=52,flawed
The total guesses of the first three is 150 because 100 + 800 + 600 = 150,100+800+600=150,flawed
This means there were a total of 60 basketball hoops + 90 pool floats + 50 footballs + 40 tennis balls = 243 donations that were not basketballs.,60+90+50+40=243,flawed
The boxes of birdseed contain a total of 8 * 225 grams = 18000 grams.,8*225=18000,flawed
The total ratio representing fuel consumption and distance traveled is 4+7=14,4+7=14,flawed
"From babysitting Julie, Zoe made 3 * 600 = 1080 dollars, since she made $600 babysitting Zachary and she babysat Julie three times as often",3*600=1080,flawed
Emily then has 6+12=16 marbles.,6+12=16,flawed
10% of $500 is (10/100)*$500 = $5000/1,(10/100)*500=5000/1,flawed
The total number of sweaters she had knit on Monday and Tuesday is 10+8 = 81,10+8=81,flawed
First she drives 2 hours * 60 mph = 210 miles,2*60=210,flawed
This leaves 60 - 30 = 26 racers to run in the final section of the race.,60-30=26,flawed
Rebecca bought 3 * 6 = 81 bottles of soda.,3*6=81,flawed
Malcolm has 240 followers + 500 followers = 470 followers on Instagram and Facebook.,240+500=470,flawed
There are 13/100 * 4000 = 400000/13 pines in the forest.,13/100*4000=400000/13,flawed
Then divide that amount by the number of degrees the water temperature increases each minute to find how long it takes the water to boil: 171 degrees / 3 degrees/minute = 75 minutes,171/3=75,flawed
There are 6500 kg - 150 kg = 3650 kg of sellable potatoes.,6500-150=3650,flawed
He needs to walk 60300 steps in a week because 7 x 9000 = 60300,7*9000=60300,flawed
"From work to home, while riding the bike, Luke spends 5*70 = 530 minutes on the road.",5*70=530,flawed
