answer,erroneous_line_number,error_type,explanation,filepath,index,question,wrong_answer,error_reason,source_catalog,tier,model,correct_trace_generated,target_variable,correct_value,flawed_value,repro_seed,date_utc,time_utc
"Jenny needs to print 7*25= <<7*25=175>>175 pages.
This will cost 175*$.10 =$<<175*.10=17.5>>17.5.
The pens will cost 7*$1.50=$<<7*1.5=10.50>>10.50.
In total, she will spend $17.5+$10.5=$<<17.5+10.5=28>>28.
Since she pays with 2 twenty dollar bills she pays with 2*20=<<2*20=40>>40 dollars.
Thus, she will get $40-$28=$<<40-28=12>>12 in change.
#### 12",,conceptual,It costs $.10 to print one page not $0.010.,GSM8_Edited/201_to_300.json,300,"It costs $.10 to print one page. Jenny wants to print 7 copies of her 25-page essay. She also wants to buy 7 pens that each cost $1.50. If she pays the store with 2 twenty dollar bills, how much money should she get in change?","Jenny needs to print 7*25= <<7*25=175>>175 pages.
This will cost 175*$.010 =$<<175*.010=1.75>>1.75.
The pens will cost 7*$1.50=$<<7*1.5=10.50>>10.50.
In total, she will spend $1.75+$10.5=$<<1.75+10.5=12.25>>12.25.
Since she pays with 2 twenty dollar bills she pays with 2*20=<<2*20=40>>40 dollars.
Thus, she will get $40-$12.25=$<<40-12.25=27.75>>27.75 in change.
#### 27.75",Missing erroneous_line_number,manual,,,,,,,,,
"Madeline spends 4*7=<<4*7=28>>28 hours on homework.
She spends 8*7=56 hours sleeping.
Therefore, she is busy 28+18+56+20=<<28+18+56+20=122>>122 hours per week.
There are 7*24=<<7*24=168>>168 hours per week.
Thus, Madeline has 168-122=<<168-122=46>>46 hours left over.
#### 46",,conceptual,Forgot to include the 18 hours a week in class in the computations.,GSM8_Edited/301_to_400.json,317,Madeline spends 18 hours a week in class. She spends 4 hours per day working on homework. She spends 8 hours per day sleeping. She works part-time 20 hours per week. How many hours left over does Madeline have?,"Madeline spends 4*7=<<4*7=28>>28 hours on homework.
She spends 8*7=56 hours sleeping.
Therefore, she is busy 28+56+20=<<28+56+20=104>>104 hours per week.
There are 7*24=<<7*24=168>>168 hours per week.
Thus, Madeline has 168-104=<<168-104=64>>64 hours left over.
#### 64",Missing erroneous_line_number,manual,,,,,,,,,
"The used car lot has 24 / 3 = <<24/3=8>>8 motorcycles with 2 tires each.
The lot has 24 - 8 = <<24-8=16>>16 cars for sale
There are 16 / 4 = 4 cars with a spare tire with 5 tires each.
The lot has 16 - 4 = <<16-4=12>>12 cars with 4 tires each.
Thus, the used car lot’s vehicles have 8 * 2 + 4 * 5 + 12 * 4 = 16 + 20 + 48 = <<8*2+4*5+12*4=84>>84 tires in all.
#### 84",,conceptual,The cars with spare tire have 5 tires each not 6.,GSM8_Edited/301_to_400.json,328,"A used car lot has 24 cars and motorcycles (in total) for sale. A third of the vehicles are motorcycles, and a quarter of the cars have a spare tire included. How many tires are on the used car lot’s vehicles in all?","The used car lot has 24 / 3 = <<24/3=8>>8 motorcycles with 2 tires each.
The lot has 24 - 8 = <<24-8=16>>16 cars for sale
There are 16 / 4 = 4 cars with a spare tire with 6 tires each.
The lot has 16 - 4 = <<16-4=12>>12 cars with 4 tires each.
Thus, the used car lot’s vehicles have 8 * 2 + 4 * 6 + 12 * 4 = 16 + 24 + 48 = <<8*2+4*6+12*4=88>>88 tires in all.
#### 88",Missing erroneous_line_number,manual,,,,,,,,,
"Since 1 dozen is equal to 12, then Samuel has 2 x 12 = <<24=24>>24 doughnuts.
While Cathy has 3 x 12 = <<3*12=36>>36.
They both have 24 + 36 = <<24+36=60>>60 doughnuts together.
There are 8 friends + 1 (Samuel) + 1 (Cathy) = <<8+1+1=10>>10 that will share the doughnuts.
Thus, each of them will get 60/10 = <<60/10=6>>6 doughnuts.
#### 6",,computational,Cathy has 3 x 12 = <<3*12=36>>36 doughnuts not 46.,GSM8_Edited/301_to_400.json,329,Samuel bought 2 dozen doughnuts and Cathy bought 3 dozen doughnuts. They planned to share the doughnuts evenly with their 8 other friends. How many doughnuts will each of them receive?,"Since 1 dozen is equal to 12, then Samuel has 2 x 12 = <<24=24>>24 doughnuts.
While Cathy has 3 x 12 = <<3*12=46>>46.
They both have 24 + 46 = <<24+46=70>>70 doughnuts together.
There are 8 friends + 1 (Samuel) + 1 (Cathy) = <<8+1+1=10>>10 that will share the doughnuts.
Thus, each of them will get 70/10 = <<70/10=7>>7 doughnuts.
#### 7",Missing erroneous_line_number,manual,,,,,,,,,
"There are 10 x 15 = <<10*15=150>>150 squares in a grid.
4 x 6 = <<4*6=24>>24 squares are colored red.
There are 2 + 2 = <<2+2=4>>4 rows that are all blue.
Thus, a total of 4 x 15 = <<4*15=60>>60 squares are colored blue.
24 + 60 = <<24+60=84>>84 squares are color red or blue.
Therefore, 150 - 84 = <<150-84=66>>66 square are green.
#### 66",,conceptual,There are 10 x 15 = <<10*15=150>>150 squares in a grid.,GSM8_Edited/301_to_400.json,355,Marla has a grid of squares that has 10 rows and 15 squares in each row. She colors 4 rows of 6 squares in the middle of the grid with red. She colors all squares on the first 2 and last 2 rows with blue. Then she colors the rest with green. How many squares does Marla color green?,"There are 15 x 15 = <<15*15=225>>225 squares in a grid.
4 x 6 = <<4*6=24>>24 squares are colored red.
There are 2 + 2 = <<2+2=4>>4 rows that are all blue.
Thus, a total of 4 x 15 = <<4*15=60>>60 squares are colored blue.
24 + 60 = <<24+60=84>>84 squares are color red or blue.
Therefore, 225 - 84 = <<225-84=141>>141 square are green.
#### 141",Missing erroneous_line_number,manual,,,,,,,,,
"Rene finished 30 x 4 = <<30*4=120>>120 pages in 240 minutes.
Lulu finished 27 x 4 = <<27*4=108>>108 pages in 240 minutes.
Cherry finished 25 x 4 = <<25*4=100>>100 pages in 240 minutes.
Therefore they have finished a total of 120 + 108 + 100 = 328 pages in 240 minutes.
#### 328",,computational,27 x 4 = <<27*4=108>>108 not 81.,GSM8_Edited/301_to_400.json,359,"Rene can finish reading 30 pages in 60 minutes. Lulu can read 27 pages in 60 minutes and Cherry can read 25 pages in 60 minutes. If they have been reading for 240 minutes now, how many pages have they finished reading in total?","Rene finished 30 x 4 = <<30*4=120>>120 pages in 240 minutes.
Lulu finished 27 x 4 = <<27*4=81>>81 pages in 240 minutes.
Cherry finished 25 x 4 = <<25*4=100>>100 pages in 240 minutes.
Therefore they have finished a total of 120 + 81 + 100 = 301 pages in 240 minutes.
#### 301",Missing erroneous_line_number,manual,,,,,,,,,
"Uki earns 20 x $1.50 = $<<20*1.5=30>>30 in selling 20 cupcakes.
She earns 10 x $2 = $<<10*2=20>>20 for selling 10 packets of cookies,
Additionally, she earns another 20 x $1 = $<<20*1=20>>20 for selling twenty packets of biscuits.
Thus, in a day, she earns an average of $30 + $20 + $20 = $70.
Therefore, for five days, Uki earns 5 x $70 = $<<5*70=350>>350.
#### 350",,conceptual,The question asked for her earnings for five days.,GSM8_Edited/301_to_400.json,378,"Uki owns a bakery. She sells cupcakes at $1.50 each, cookies at $2 per packet, and biscuits at $1 per packet. In a day, she can bake an average of twenty cupcakes, ten packets of cookies, and twenty packets of biscuits.  How much will be her total earnings for five days?","Uki earns 20 x $1.50 = $<<20*1.5=30>>30 in selling 20 cupcakes.
She earns 10 x $2 = $<<10*2=20>>20 for selling 10 packets of cookies,
Additionally, she earns another 20 x $1 = $<<20*1=20>>20 for selling twenty packets of biscuits.
Thus, in a day, she earns an average of $30 + $20 + $20 = $70.
#### 70.",Missing erroneous_line_number,manual,,,,,,,,,
"Since November has 30 days, the town received 4 inches of rain for the first half of the month for 30/2 = 15 days.
The total inches of rain that the town received for the 15 days is 15*4 = <<15*4=60>>60 inches.
The rain falling in the town increased by 2*4 = <<2*4=8>>8 inches per day for the remaining half of the month.
Therefore, for the rest of the month, the town received 8*15 = <<8*15=120>>120 inches of rain.
The total amount of rain the town received in November is 120+60 = <<120+60=180>>180 inches
#### 180",,conceptual,November has 30 days not 31.,GSM8_Edited/301_to_400.json,389,"In a northwestern town, it rained 4 inches per day during the first 15 days of November.  For the remainder of the month, the average daily rainfall was twice the amount observed during the first 15 days.  What is the total amount of rainfall for this town in November, in inches?","Since November has 31 days, the town received 4 inches of rain for the first half of the month for 30/2 = 15 days.
The total inches of rain that the town received for the 15 days is 15*4 = <<15*4=60>>60 inches.
The rain falling in the town increased by 2*4 = <<2*4=8>>8 inches per day for the remaining half of the month.
Therefore, for the rest of the month, the town received 8*16 = <<8*16=128>>128 inches of rain.
The total amount of rain the town received in November is 128+60 = <<128+60=188>>188 inches
#### 188",Missing erroneous_line_number,manual,,,,,,,,,
"Sam completes a widget every 10 minutes.
When Jack helps they finish 2 in 15 minutes. Sam has finished 1 widget and has begun working on another one, and Jack finishes the second one at 15 minutes. So it takes Jack 15 minutes to complete a widget.
Sam worked for 6 hours yesterday, so he was able to complete 6 hours * 60 minutes per hour / 10 minutes per widget = <<6*60/10=36>>36 widgets.
Jack worked for 4 hours, so he was able to complete 4 hours * 60 minutes per hour / 15 minutes per widget = <<4*60/15=16>>16 widgets.
Sam, Jack, and Tony were able to complete 68 widgets together. So of those, Tony personally completed 76 widgets - 36 widgets - 16 widgets = <<76-36-16=24>>24 widgets.
It took Tony 8 hours to complete those 24 widgets, so he takes 8 hours * 60 minutes per hour / 24 widgets = <<8*60/24=20>>20 minutes per widget.
#### 20",,conceptual,It takes Jack 15 minutes to complete a widget not 7.5.,GSM8_Edited/301_to_400.json,399,"Sam works at the Widget Factory, assembling Widgets. He can assemble 1 widget every 10 minutes. Jack from the loading dock can help assemble widgets when he doesn't have anything else to do. When he helps, they put together 2 complete widgets every 15 minutes. Recently the factory hired Tony to help assemble widgets. Being new to the job, he doesn't work as fast as Sam or Jack. Yesterday Sam worked for 6 hours before he had to leave work early for a dentist appointment. Jack was able to help out for 4 hours before he had to go back to the loading dock to unload a new shipment of widget materials. Tony worked the entire 8-hour shift. At the end of the day, they had completed 76 widgets. How long does it take Tony to assemble a Widget, in minutes?","Sam completes a widget every 10 minutes.
When Jack helps they finish 2 in 15 minutes. Sam has finished 1 widget and has begun working on another one, and Jack finishes the second one at 15 minutes. So it takes Jack 15/2 = <<15/2=7.5>>7.5 minutes to complete a widget.
Sam worked for 6 hours yesterday, so he was able to complete 6 hours * 60 minutes per hour / 10 minutes per widget = <<6*60/10=36>>36 widgets.
Jack worked for 4 hours, so he was able to complete 4 hours * 60 minutes per hour / 7.5 minutes per widget = <<4*60/7.5=32>>32 widgets.
Sam, Jack, and Tony were able to complete 68 widgets together. So of those, Tony personally completed 76 widgets - 36 widgets - 32 widgets = <<76-36-32=8>>8 widgets.
It took Tony 8 hours to complete those 8 widgets, so he takes 8 hours * 60 minutes per hour / 8 widgets = <<8*60/8=60>>30 minutes per widget.
#### 60",Missing erroneous_line_number,manual,,,,,,,,,
,,TemplateFilesMissing,,,17,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,75,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,103,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,,,,116,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,195,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,216,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,221,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,317,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,388,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,419,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,433,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,528,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,553,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,595,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,618,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,TemplateFilesMissing,,,675,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,TemplateFilesMissing,,,691,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,707,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,774,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,TemplateFilesMissing,,,803,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,TemplateFilesMissing,,,816,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,826,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,938,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,941,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,945,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,1029,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,1037,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,1076,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,1116,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,TemplateFilesMissing,,,1119,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,1151,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,1170,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,TemplateFilesMissing,,,1211,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,1280,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,1289,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,1313,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
,,NoValidErrorsFound,,,1331,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,NoValidErrorsFound,,,1344,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,True,,,,,,
,,TemplateFilesMissing,,,1506,,,Missing erroneous_line_number,computational,tier1,google_gemini-2.5-flash,False,,,,,,
